Employee Id ,Name,department,Position,gender,age,StartDate,ExitDate,EmployeeStatus,EmployeeType,EmployeeClassificationType,Current Employee Rating,EmployeeStatus_1,recruitment_channel,education,Attrition,Active Employees,Age Group,Rating Group
66174,Sharon Becker,Technology,QA Engineer,m,20-02-1900,18-Aug-18,,Active,Contract,Part-Time,5,Active,other,Master's & above,0,1,45-54,High Performer
60245,Troy White,Sales & Marketing,Product Marketing Manager,m,09-02-1900,04-Aug-23,,Active,Contract,Temporary,5,Active,sourcing,Bachelor's,0,1,35-44,High Performer
42996,Tyler Lewis,Operations,Operations Coordinator,m,30-01-1900,28-Apr-19,,Active,Part-Time,Part-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
31582,Michelle Mitchell,Technology,UX Designer,f,18-02-1900,16-Jan-21,,Active,Contract,Full-Time,5,Active,other,Bachelor's,0,1,45-54,High Performer
29793,Sydney French,Technology,Full Stack Developer,m,27-01-1900,24-Aug-21,,Active,Part-Time,Part-Time,5,Active,other,Bachelor's,0,1,25-34,High Performer
53151,Debbie Crosby,Operations, Inventory Controller,m,02-02-1900,08-Nov-22,,Active,Part-Time,Part-Time,2,Active,other,Bachelor's,0,1,25-34,Low Performer
41432,Michael Odonnell,Analytics,Analyst,m,26-01-1900,06-May-20,,Active,Contract,Part-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
49940,Jessica Chang,Sales & Marketing, Sales Executive / Representative,m,26-01-1900,15-Jan-23,,Active,Contract,Full-Time,5,Active,other,Bachelor's,0,1,25-34,High Performer
10059,Desiree Vang,Analytics,Jn.Data Analyst,m,27-01-1900,29-Jun-23,,Active,Part-Time,Temporary,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
44159,Andrew Goodman,Analytics,Sr.Data Analyst,m,31-01-1900,09-Mar-20,,Active,Full-Time,Temporary,2,Active,other,Master's & above,0,1,25-34,Low Performer
5621,Nancy Johnson,Technology,UX Designer,f,26-02-1900,07-Apr-19,,Active,Part-Time,Full-Time,2,Active,other,Master's & above,0,1,55 Above,Low Performer
19866,Krystal Hamilton,Technology,Product Manager,m,01-02-1900,26-Sep-21,,Active,Part-Time,Temporary,1,Active,other,Bachelor's,0,1,25-34,Low Performer
64703,Patricia Smith,HR,Payroll Manager,m,28-01-1900,26-Oct-21,,Active,Contract,Full-Time,5,Active,other,Bachelor's,0,1,25-34,High Performer
7999,Shane Jones,Technology, Software Engineer,m,31-01-1900,09-Sep-22,,Active,Contract,Full-Time,2,Active,other,Bachelor's,0,1,25-34,Low Performer
4762,Jessica Murphy,Sales & Marketing,Customer Relationship Executive,m,29-01-1900,04-Mar-22,,Active,Part-Time,Temporary,2,Active,other,Bachelor's,0,1,25-34,Low Performer
5387,Crystal Wallace,Technology, Software Engineer,m,23-01-1900,11-Feb-19,,Active,Part-Time,Part-Time,2,Active,other,Bachelor's,0,1,Under 25,Low Performer
24620,Tina Nelson,Operations,Workflow Coordinator,m,10-02-1900,26-Jan-21,,Active,Contract,Full-Time,5,Active,sourcing,Bachelor's,0,1,35-44,High Performer
57989,Ashley Smith,Technology,Product Manager,m,29-01-1900,26-Nov-19,,Active,Full-Time,Full-Time,1,Active,other,Bachelor's,0,1,25-34,Low Performer
75619,Eric Taylor,Sales & Marketing,Regional Sales Manager,f,29-01-1900,15-Jul-19,,Active,Full-Time,Full-Time,5,Active,other,Bachelor's,0,1,25-34,High Performer
51302,Barbara Garcia,Technology,QA Engineer,f,31-01-1900,02-Dec-21,,Active,Contract,Part-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
63714,Kendra Murray,Technology,Back-End Developer,m,05-02-1900,08-Dec-21,,Active,Part-Time,Temporary,1,Active,sourcing,Master's & above,0,1,35-44,Low Performer
9548,Angela Morris,Analytics,Analyst,m,07-02-1900,01-Oct-19,,Active,Full-Time,Temporary,1,Active,sourcing,Bachelor's,0,1,35-44,Low Performer
35510,Gabriela Orr,Technology,DevOps Engineer,f,02-02-1900,10-Oct-21,,Active,Full-Time,Part-Time,2,Active,other,Master's & above,0,1,25-34,Low Performer
10732,Michael Wilkins,Analytics,Analyst,m,31-01-1900,29-Aug-20,,Active,Contract,Temporary,1,Active,other,Bachelor's,0,1,25-34,Low Performer
32110,Trevor Adkins,Sales & Marketing,Content Marketing Manager,f,26-01-1900,13-Jul-21,,Active,Full-Time,Part-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
50038,Marcus Hunt,HR,HR Assistant,f,02-02-1900,14-Apr-21,,Active,Part-Time,Full-Time,2,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
1555,Jennifer King,Technology,UX Designer,m,30-01-1900,10-Feb-20,,Active,Part-Time,Full-Time,2,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
65450,April Randolph,Technology,QA Engineer,f,26-02-1900,15-Apr-20,,Active,Full-Time,Part-Time,1,Active,sourcing,Master's & above,0,1,55 Above,Low Performer
71131,Michael Nguyen,Finance,Cost Accountant,f,28-01-1900,02-Mar-20,,Active,Full-Time,Part-Time,1,Active,other,Bachelor's,0,1,25-34,Low Performer
67417,William Ayala,Analytics,Analyst,m,06-02-1900,13-Oct-22,,Active,Full-Time,Part-Time,2,Active,other,Bachelor's,0,1,35-44,Low Performer
43223,Jenna Weaver,HR,Payroll Executive,m,02-02-1900,13-Nov-19,,Active,Full-Time,Part-Time,2,Active,other,Bachelor's,0,1,25-34,Low Performer
40287,Dylan Blake,Sales & Marketing,Customer Relationship Executive,f,31-01-1900,17-Jun-23,,Active,Full-Time,Full-Time,1,Active,other,Master's & above,0,1,25-34,Low Performer
29367,Monique Anderson,Sales & Marketing,Content Marketing Manager,m,07-02-1900,14-Oct-21,,Active,Part-Time,Full-Time,1,Active,sourcing,Master's & above,0,1,35-44,Low Performer
66601,Thomas Holmes,Operations,Operations Manager,m,11-02-1900,06-Aug-22,,Active,Contract,Temporary,2,Active,other,Bachelor's,0,1,35-44,Low Performer
17936,John Johnson,Analytics,Analyst,m,28-01-1900,08-Dec-19,,Active,Full-Time,Temporary,5,Active,other,Bachelor's,0,1,25-34,High Performer
49665,Amanda Knight,Operations,Logistics Executive,f,06-02-1900,15-Apr-23,,Active,Contract,Temporary,1,Active,other,Bachelor's,0,1,35-44,Low Performer
1908,Kimberly Cardenas,Analytics,Jn.Data Analyst,m,07-02-1900,10-Nov-20,,Active,Part-Time,Temporary,2,Active,other,Master's & above,0,1,35-44,Low Performer
27495,Andres Jones,Operations, Inventory Controller,m,12-02-1900,07-Mar-22,,Active,Full-Time,Temporary,1,Active,other,Master's & above,0,1,35-44,Low Performer
14299,Sara Edwards,Technology,IT Support Specialist,m,24-01-1900,20-Jan-22,,Active,Contract,Full-Time,2,Active,sourcing,Bachelor's,0,1,Under 25,Low Performer
42719,Tonya Martin,Analytics,Product Analyst,m,27-01-1900,31-Mar-19,,Active,Part-Time,Temporary,1,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
30607,Victoria Christian DDS,Analytics,Sr.Data Analyst,m,28-01-1900,13-Feb-19,,Active,Part-Time,Temporary,2,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
46103,Erin Moore,Technology,Back-End Developer,m,26-01-1900,30-Dec-18,,Active,Part-Time,Part-Time,1,Active,other,Bachelor's,0,1,25-34,Low Performer
44117,Steven King,Finance,Finance Manager,f,07-02-1900,28-Mar-23,,Active,Part-Time,Temporary,5,Active,other,Master's & above,0,1,35-44,High Performer
63901,Desiree Stephens,HR,HR Assistant,m,31-01-1900,26-Sep-21,,Active,Part-Time,Part-Time,2,Active,other,Bachelor's,0,1,25-34,Low Performer
30137,Elizabeth Sullivan MD,Sales & Marketing,Content Marketing Manager,m,07-02-1900,04-May-19,,Active,Full-Time,Temporary,2,Active,other,Master's & above,0,1,35-44,Low Performer
1612,Jay Bush,HR,Administrative Assistant,f,28-01-1900,25-Apr-19,,Active,Contract,Temporary,1,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
5574,Ashley Bradshaw,Sales & Marketing, Sales Executive / Representative,m,04-02-1900,30-May-20,,Active,Contract,Full-Time,1,Active,other,Master's & above,0,1,35-44,Low Performer
57601,Ashley Meyer,HR,Payroll Executive,m,14-02-1900,11-Dec-18,,Active,Part-Time,Part-Time,1,Active,other,Bachelor's,0,1,45-54,Low Performer
564,John Henry,Operations,Workflow Coordinator,m,08-02-1900,28-Jul-19,,Active,Part-Time,Full-Time,2,Active,other,Bachelor's,0,1,35-44,Low Performer
19513,Dana Smith,Analytics,Jn.Data Analyst,m,28-01-1900,12-Apr-20,,Active,Part-Time,Temporary,2,Active,other,Bachelor's,0,1,25-34,Low Performer
74965,Bobby Serrano,Technology,QA Engineer,f,03-02-1900,01-Nov-22,,Active,Contract,Temporary,2,Active,other,Bachelor's,0,1,25-34,Low Performer
42353,Robert Riley,Sales & Marketing,Regional Sales Manager,m,23-01-1900,21-Nov-22,,Active,Part-Time,Full-Time,5,Active,other,Bachelor's,0,1,Under 25,High Performer
69413,Pamela Johnson,Sales & Marketing,Regional Sales Manager,f,30-01-1900,01-Feb-23,,Active,Full-Time,Full-Time,1,Active,other,Bachelor's,0,1,25-34,Low Performer
15182,Natalie Cannon,Technology,Data Engineer,f,08-02-1900,28-Nov-18,,Active,Contract,Full-Time,2,Active,other,Bachelor's,0,1,35-44,Low Performer
37763,Natalie Baker,Sales & Marketing,Regional Sales Manager,m,01-02-1900,15-May-21,,Active,Full-Time,Temporary,2,Active,sourcing,Master's & above,0,1,25-34,Low Performer
45428,Scott Davis,HR,Administrative Assistant,m,23-01-1900,23-Feb-19,,Active,Contract,Full-Time,5,Active,sourcing,Bachelor's,0,1,Under 25,High Performer
47252,Melissa Wilkinson,Finance,Finance Manager,m,23-01-1900,21-Mar-22,,Active,Contract,Temporary,5,Active,sourcing,Bachelor's,0,1,Under 25,High Performer
41662,Darlene Green,Technology,DevOps Engineer,m,28-01-1900,15-Dec-19,,Active,Part-Time,Part-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
15161,Linda Cummings,Technology,UX Designer,f,12-02-1900,13-Jun-23,,Active,Full-Time,Temporary,2,Active,other,Master's & above,0,1,35-44,Low Performer
51364,Bryan Greer,Operations, Inventory Controller,f,29-01-1900,09-Nov-19,,Active,Part-Time,Temporary,2,Active,other,Bachelor's,0,1,25-34,Low Performer
29799,Rebecca Henderson,Analytics,Product Analyst,m,01-02-1900,29-Oct-21,,Active,Full-Time,Part-Time,1,Active,other,Bachelor's,0,1,25-34,Low Performer
565,David Bowman,Technology,DevOps Engineer,f,29-01-1900,17-Jul-21,,Active,Part-Time,Temporary,1,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
15317,Samuel Turner,Analytics,Analyst,m,04-02-1900,18-May-23,,Active,Contract,Full-Time,2,Active,sourcing,Master's & above,0,1,35-44,Low Performer
55523,Tamara Grant,Analytics,Product Analyst,m,27-02-1900,23-Dec-21,,Active,Contract,Part-Time,5,Active,sourcing,Master's & above,0,1,55 Above,High Performer
24286,Charles Hoover,HR,Payroll Manager,f,09-02-1900,31-May-20,,Active,Part-Time,Part-Time,5,Active,other,Master's & above,0,1,35-44,High Performer
25340,Joel Nichols,Sales & Marketing,Content Marketing Manager,m,10-02-1900,29-May-19,,Active,Contract,Temporary,1,Active,other,Bachelor's,0,1,35-44,Low Performer
10399,John Hill,Technology,DevOps Engineer,m,29-01-1900,19-Nov-18,,Active,Part-Time,Part-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
33674,Stephanie Valdez,Sales & Marketing,Product Marketing Manager,f,01-02-1900,30-May-20,,Active,Contract,Part-Time,2,Active,sourcing,Master's & above,0,1,25-34,Low Performer
17128,Christopher Garcia,Technology,IT Support Specialist,m,25-01-1900,11-Sep-20,,Active,Part-Time,Full-Time,5,Active,other,Bachelor's,0,1,25-34,High Performer
72037,Shawn Mckay,HR,HR Assistant,m,31-01-1900,06-Apr-19,,Active,Full-Time,Part-Time,1,Active,sourcing,Bachelor's,0,1,25-34,Low Performer
51260,Sheryl Curtis,Operations,Operations Coordinator,m,11-02-1900,17-Feb-20,,Active,Full-Time,Part-Time,1,Active,sourcing,Master's & above,0,1,35-44,Low Performer
7784,Morgan Ross,Sales & Marketing,Marketing Executive,m,17-02-1900,06-Jul-22,,Active,Full-Time,Temporary,2,Active,other,Bachelor's,0,1,45-54,Low Performer
22403,Lauren Villarreal,Finance,Finance Manager,f,26-01-1900,18-Jul-20,,Active,Part-Time,Temporary,2,Active,other,Bachelor's,0,1,25-34,Low Performer
8810,Abigail Robinson,Operations,Workflow Coordinator,f,03-02-1900,09-Sep-18,,Active,Contract,Full-Time,5,Active,sourcing,Bachelor's,0,1,25-34,High Performer
54542,Jacob Braun,Finance,Tax Analyst,m,02-02-1900,06-Apr-22,03-Jul-23,Resigned,Full-Time,Temporary,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
67269,Tracy Marquez,Analytics,Jn.Data Analyst,m,05-02-1900,06-Nov-20,29-Jan-23,Resigned,Contract,Full-Time,2,Resigned,sourcing,Bachelor's,1,0,35-44,Low Performer
76303,George Jenkins,Technology,QA Engineer,m,29-01-1900,21-Jan-22,29-Jun-23,Resigned,Part-Time,Temporary,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
12737,Ashley Scott,Sales & Marketing,Content Marketing Manager,m,31-01-1900,09-Jul-19,16-Jun-22,Resigned,Full-Time,Full-Time,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
60889,Ashley Reeves,Technology,DevOps Engineer,m,30-01-1900,10-May-23,27-May-23,Resigned,Contract,Temporary,5,Resigned,sourcing,Master's & above,1,0,25-34,High Performer
51498,Stanley Harvey,Technology,QA Engineer,m,10-02-1900,01-Sep-20,04-Dec-22,Resigned,Contract,Temporary,5,Resigned,other,Master's & above,1,0,35-44,High Performer
8566,Michael Bradshaw,Finance,Cost Accountant,f,29-01-1900,18-Feb-21,11-Nov-22,Resigned,Contract,Full-Time,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
74849,Daniel Rodriguez,Operations,Quality Assurance Officer,m,21-02-1900,29-Jun-21,05-Jul-22,Resigned,Full-Time,Temporary,5,Resigned,other,Bachelor's,1,0,45-54,High Performer
67672,Erin Bailey,Technology,IT Support Specialist,m,29-01-1900,18-Apr-21,21-Jun-22,Resigned,Part-Time,Full-Time,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
67317,Tammy Conner,Technology,Full Stack Developer,m,09-02-1900,18-Jul-19,01-Oct-21,Resigned,Full-Time,Part-Time,1,Resigned,other,Master's & above,1,0,35-44,Low Performer
36834,Jessica Peters,Sales & Marketing,Digital Marketing Specialist,m,30-01-1900,30-Apr-20,18-Jul-21,Resigned,Part-Time,Temporary,1,Resigned,other,Master's & above,1,0,25-34,Low Performer
64281,Mark Harris,Sales & Marketing,Digital Marketing Specialist,f,11-02-1900,03-Dec-18,09-Sep-22,Resigned,Contract,Full-Time,5,Resigned,sourcing,Bachelor's,1,0,35-44,High Performer
55325,Jon Holden,Analytics,Analyst,m,25-01-1900,13-Apr-22,10-Apr-23,Resigned,Part-Time,Full-Time,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
76691,Rebecca Simpson,Operations,Business Operations Manager,m,02-02-1900,21-Sep-21,13-Apr-23,Resigned,Full-Time,Temporary,2,Resigned,other,Bachelor's,1,0,25-34,Low Performer
3720,Samantha Cardenas,Sales & Marketing,Content Marketing Manager,m,05-02-1900,12-Jun-23,06-Jul-23,Resigned,Part-Time,Temporary,2,Resigned,sourcing,Bachelor's,1,0,35-44,Low Performer
24147,Richard Hodges,Sales & Marketing, Sales Executive / Representative,m,15-02-1900,17-Sep-18,09-Jan-19,Resigned,Full-Time,Temporary,2,Resigned,other,Bachelor's,1,0,45-54,Low Performer
33997,Madison Wilson,Sales & Marketing, Sales Executive / Representative,m,30-01-1900,02-Aug-22,02-Apr-23,Resigned,Contract,Part-Time,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
64076,Eric King,Operations,Workflow Coordinator,m,21-01-1900,08-Sep-22,16-Oct-22,Resigned,Full-Time,Temporary,1,Resigned,other,Bachelor's,1,0,Under 25,Low Performer
23714,Matthew Flores,Technology,Back-End Developer,m,09-02-1900,29-Oct-19,07-Feb-21,Resigned,Full-Time,Temporary,2,Resigned,sourcing,Master's & above,1,0,35-44,Low Performer
70556,Peter Harvey,Operations,Operations Manager,m,26-01-1900,26-Apr-23,22-Jun-23,Resigned,Full-Time,Full-Time,2,Resigned,other,Bachelor's,1,0,25-34,Low Performer
70117,Patrick Daniel,Technology,Full Stack Developer,m,29-01-1900,25-Sep-18,20-Dec-21,Resigned,Part-Time,Temporary,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
51972,Bryan Douglas,Analytics,Analyst,m,01-02-1900,20-Nov-18,21-Jun-20,Resigned,Full-Time,Part-Time,1,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
9214,Jordan Vega,Operations,Operations Coordinator,f,04-02-1900,27-Aug-19,10-May-23,Resigned,Full-Time,Temporary,2,Resigned,sourcing,Master's & above,1,0,35-44,Low Performer
50380,Lindsay Chang,HR,HR Assistant,f,31-01-1900,17-Apr-23,22-Jun-23,Resigned,Contract,Temporary,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
45009,Sharon Ruiz,Analytics,Sr.Data Analyst,m,01-02-1900,02-Sep-22,24-May-23,Resigned,Contract,Temporary,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
2347,Eric Goodman,Analytics,Analyst,m,06-02-1900,07-Apr-22,22-Jan-23,Resigned,Contract,Part-Time,5,Resigned,other,Bachelor's,1,0,35-44,High Performer
39490,Cheryl Henry,Operations,Operations Manager,m,13-02-1900,10-Apr-21,04-Jul-22,Resigned,Contract,Part-Time,2,Resigned,sourcing,Master's & above,1,0,35-44,Low Performer
69077,Dan Hernandez,Technology,IT Support Specialist,f,06-02-1900,19-Dec-21,02-Mar-22,Resigned,Part-Time,Temporary,2,Resigned,other,Master's & above,1,0,35-44,Low Performer
64652,Teresa Daniel,Technology,Product Manager,m,17-02-1900,13-Dec-20,13-Jan-23,Resigned,Full-Time,Temporary,1,Resigned,other,Master's & above,1,0,45-54,Low Performer
19620,Tony Mcconnell,Technology,IT Support Specialist,f,03-02-1900,25-Jun-21,25-Aug-22,Resigned,Full-Time,Temporary,2,Resigned,other,Master's & above,1,0,25-34,Low Performer
41266,Adam Gibson,Sales & Marketing,Product Marketing Manager,f,13-02-1900,26-Jul-21,04-May-22,Resigned,Contract,Full-Time,2,Resigned,sourcing,Bachelor's,1,0,35-44,Low Performer
11001,Stephanie Duke,Sales & Marketing,Content Marketing Manager,m,27-01-1900,03-Jul-22,10-Jan-23,Resigned,Contract,Temporary,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
72481,Hannah Snyder,Sales & Marketing, Sales Executive / Representative,m,24-01-1900,01-May-20,25-Feb-21,Resigned,Full-Time,Temporary,1,Resigned,sourcing,Bachelor's,1,0,Under 25,Low Performer
51840,Samuel Moore,Analytics,Sr.Data Analyst,m,27-01-1900,03-Jan-20,24-Aug-20,Resigned,Part-Time,Full-Time,2,Resigned,other,Master's & above,1,0,25-34,Low Performer
36352,Kelsey Gibson,Technology,IT Support Specialist,m,01-02-1900,01-Jun-21,16-Jul-23,Resigned,Contract,Full-Time,2,Resigned,other,Bachelor's,1,0,25-34,Low Performer
40276,Dawn Perez,Technology,Data Engineer,m,01-02-1900,28-May-22,24-Feb-23,Resigned,Contract,Part-Time,2,Resigned,sourcing,Master's & above,1,0,25-34,Low Performer
1522,Diane Parker,Operations,Operations Coordinator,m,14-02-1900,16-Jun-19,05-Mar-22,Resigned,Part-Time,Part-Time,2,Resigned,other,Bachelor's,1,0,45-54,Low Performer
26270,Dakota Robinson,Technology,Cloud Engineer,m,04-02-1900,12-Mar-20,09-Oct-22,Resigned,Full-Time,Part-Time,5,Resigned,sourcing,Master's & above,1,0,35-44,High Performer
6837,Melanie Garcia,Sales & Marketing,Marketing Executive,m,28-01-1900,06-Apr-20,24-Jul-23,Resigned,Full-Time,Full-Time,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
6474,Laura Salinas,Technology,DevOps Engineer,f,31-01-1900,29-Jun-23,09-Jul-23,Resigned,Contract,Temporary,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
24324,Jeffrey Huffman,Operations,Logistics Executive,m,01-02-1900,31-Jul-21,27-Jan-23,Resigned,Full-Time,Part-Time,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
56246,Stephen Garcia,Operations,Logistics Executive,m,21-02-1900,11-Jul-21,10-Oct-22,Resigned,Part-Time,Full-Time,1,Resigned,other,Master's & above,1,0,45-54,Low Performer
3901,Tracy Castro MD,Technology,Full Stack Developer,m,07-02-1900,15-Oct-18,18-Oct-20,Resigned,Full-Time,Full-Time,2,Resigned,other,Master's & above,1,0,35-44,Low Performer
41566,Jennifer Hicks,Finance,Tax Analyst,m,04-02-1900,26-Nov-21,14-Oct-22,Resigned,Part-Time,Temporary,1,Resigned,other,Bachelor's,1,0,35-44,Low Performer
53627,Maria Chan,Technology, Software Engineer,m,31-01-1900,16-Feb-20,03-Jun-20,Resigned,Full-Time,Full-Time,1,Resigned,other,Bachelor's,1,0,25-34,Low Performer
26037,Sarah Petersen,Analytics,Analyst,m,31-01-1900,18-Jul-19,15-Jan-20,Resigned,Full-Time,Temporary,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
6452,Andrea Gutierrez,Finance,Cost Accountant,m,18-02-1900,06-Nov-19,06-Sep-20,Resigned,Part-Time,Full-Time,2,Resigned,other,Master's & above,1,0,45-54,Low Performer
65694,Diana Johnson,Technology,UX Designer,f,24-01-1900,26-Jan-19,02-Dec-20,Resigned,Full-Time,Temporary,1,Resigned,other,Bachelor's,1,0,Under 25,Low Performer
35341,Susan Brown,Technology,Back-End Developer,m,06-02-1900,11-Jul-23,29-Jul-23,Resigned,Full-Time,Part-Time,2,Resigned,other,Master's & above,1,0,35-44,Low Performer
3203,Margaret Hampton,Sales & Marketing,Marketing Executive,m,06-02-1900,09-Feb-19,28-Aug-20,Resigned,Part-Time,Temporary,2,Resigned,sourcing,Bachelor's,1,0,35-44,Low Performer
10361,Brandon Miller,HR,Payroll Executive,m,06-02-1900,19-Apr-19,26-Oct-21,Resigned,Full-Time,Temporary,1,Resigned,other,Master's & above,1,0,35-44,Low Performer
9706,Paul Walker,Sales & Marketing,Marketing Executive,m,29-01-1900,20-Nov-20,01-May-23,Resigned,Full-Time,Part-Time,2,Resigned,other,Bachelor's,1,0,25-34,Low Performer
5794,Veronica Wiley,Operations,Quality Assurance Officer,m,25-01-1900,01-Feb-19,10-Feb-19,Resigned,Part-Time,Full-Time,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
69381,Katherine Gay,Sales & Marketing,Marketing Executive,m,30-01-1900,10-May-21,17-Dec-21,Resigned,Full-Time,Temporary,2,Resigned,other,Bachelor's,1,0,25-34,Low Performer
50176,Paul Lopez,HR,Payroll Manager,m,23-01-1900,25-Jun-19,15-Aug-19,Resigned,Full-Time,Full-Time,2,Resigned,other,Bachelor's,1,0,Under 25,Low Performer
50366,Dr. William Thompson,Sales & Marketing,Digital Marketing Specialist,m,30-01-1900,23-Nov-21,29-May-23,Resigned,Contract,Part-Time,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
26788,Nicole Delgado,Sales & Marketing,Product Marketing Manager,m,09-02-1900,22-Sep-20,14-Sep-22,Resigned,Contract,Temporary,1,Resigned,sourcing,Bachelor's,1,0,35-44,Low Performer
3864,Autumn Decker,Analytics,Sr.Data Analyst,m,15-02-1900,06-Jun-20,14-Apr-21,Resigned,Contract,Part-Time,1,Resigned,other,Bachelor's,1,0,45-54,Low Performer
19598,Alex Moore,Technology,Data Engineer,m,29-01-1900,28-Sep-18,05-Aug-23,Resigned,Part-Time,Full-Time,1,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
13367,Crystal Mcneil,Sales & Marketing,Product Marketing Manager,m,07-02-1900,11-Apr-21,24-May-23,Resigned,Full-Time,Part-Time,5,Resigned,other,Bachelor's,1,0,35-44,High Performer
38556,Christine Costa,HR,HR Assistant,m,01-02-1900,29-Nov-18,21-Feb-19,Resigned,Full-Time,Part-Time,2,Resigned,sourcing,Master's & above,1,0,25-34,Low Performer
68882,Christopher Murray,Operations, Inventory Controller,m,02-02-1900,18-Jun-19,14-Apr-21,Resigned,Full-Time,Full-Time,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
38096,Clifford Martinez,Analytics,Product Analyst,m,28-01-1900,08-Jan-20,02-Jul-21,Resigned,Contract,Temporary,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
46519,Lee Hudson,Sales & Marketing,Marketing Executive,m,05-02-1900,13-May-21,22-Sep-22,Resigned,Full-Time,Part-Time,2,Resigned,other,Bachelor's,1,0,35-44,Low Performer
33502,Mr. Nicholas Austin,Sales & Marketing,Regional Sales Manager,m,05-02-1900,22-Mar-23,14-Jul-23,Resigned,Part-Time,Temporary,2,Resigned,other,Bachelor's,1,0,35-44,Low Performer
71625,Tammy Navarro,Technology,IT Support Specialist,m,31-01-1900,11-Nov-21,31-Jul-22,Resigned,Contract,Part-Time,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
49583,Dr. David Austin Jr.,Sales & Marketing,Marketing Executive,m,09-02-1900,27-Aug-22,03-Dec-22,Resigned,Contract,Full-Time,5,Resigned,other,Bachelor's,1,0,35-44,High Performer
57884,Eric Cunningham,Operations,Quality Assurance Officer,m,06-02-1900,23-Jun-23,26-Jul-23,Resigned,Part-Time,Full-Time,5,Resigned,sourcing,Bachelor's,1,0,35-44,High Performer
40057,Eric Powell,Technology,Cloud Engineer,m,22-01-1900,02-Oct-19,13-Oct-19,Resigned,Full-Time,Part-Time,1,Resigned,other,Bachelor's,1,0,Under 25,Low Performer
41215,April Stevens,Sales & Marketing,Regional Sales Manager,f,31-01-1900,25-Jan-19,26-Oct-21,Resigned,Full-Time,Part-Time,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
38018,Donald Powell,Analytics,Product Analyst,m,30-01-1900,04-Feb-19,17-Apr-23,Resigned,Full-Time,Part-Time,5,Resigned,other,Bachelor's,1,0,25-34,High Performer
33473,Christopher Robertson,Sales & Marketing, Sales Executive / Representative,m,31-01-1900,28-Apr-19,01-Sep-22,Resigned,Part-Time,Temporary,5,Resigned,sourcing,Bachelor's,1,0,25-34,High Performer
63568,David Goodman,Sales & Marketing,Content Marketing Manager,m,08-02-1900,31-Jul-22,18-Feb-23,Resigned,Full-Time,Full-Time,1,Resigned,sourcing,Bachelor's,1,0,35-44,Low Performer
49252,Loretta Gonzalez,Operations,Operations Manager,m,26-01-1900,12-Feb-20,07-Apr-20,Resigned,Full-Time,Full-Time,2,Resigned,other,Bachelor's,1,0,25-34,Low Performer
38520,Alice Key,Technology,Full Stack Developer,f,31-01-1900,16-Feb-20,09-Jan-22,Resigned,Part-Time,Full-Time,2,Resigned,sourcing,Bachelor's,1,0,25-34,Low Performer
67985,Stephanie Patterson,Operations,Business Operations Manager,f,05-02-1900,07-Apr-19,09-Jul-23,Resigned,Contract,Part-Time,1,Resigned,sourcing,Master's & above,1,0,35-44,Low Performer
16794,Kimberly Soto,Technology,Cloud Engineer,m,02-02-1900,18-Oct-20,22-Mar-23,Resigned,Full-Time,Part-Time,2,Resigned,other,Master's & above,1,0,25-34,Low Performer
19292,Brittany Marshall,Operations,Operations Manager,m,10-02-1900,27-Feb-23,28-Mar-23,Resigned,Full-Time,Temporary,1,Resigned,other,Master's & above,1,0,35-44,Low Performer
